Museum ID,Museum Name,Legal Name,Alternate Name,Museum Type,Institution Name,Street Address,City,State,Zip Code,Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
8400100078,CENTRAL CARVER LEGACY MUSEUM,CENTRAL-CARVER FOUNDATION INC,,GENERAL MUSEUM,,1030 TUSCALOOSA AVE,GADSDEN,AL,35901,2565494742,34.00027,-85.95643,1,55,1,3,861068765,201312,1018,1018
8400100268,CHAMBER COUNTY MUSEUM,CHAMBER COUNTY MUSEUM INC,,GENERAL MUSEUM,,PO BOX 171,LAFAYETTE,AL,36862,3348649812,32.90652,-85.43804,4,17,1,3,630750700,201312,0,0
8400100195,CHILDREN'S MUSEUM OF ALABAMA,CHILDRENS MUSEUM OF ALABAMA,,CHILDREN'S MUSEUM,,PO BOX 1548,MONTGOMERY,AL,36102,3348322777,32.38083,-86.31088,1,101,1,3,421680937,201312,50286,50286
8400100431,CHILDREN'S MUSEUM OF THE SHOALS,CHILDRENS MUSEUM OF THE SHOALS INC,CHILDREN'S MUSEUM OF THE SHOALS,CHILDREN'S MUSEUM,,2810 DARBY DR,FLORENCE,AL,35630,2567650500,34.84045,-87.64879,1,77,1,3,721371633,201312,88560,88560
8400100318,CHOCTAW COUNTY HISTORICAL MUSEUM,CHOCTAW COUNTY HISTORICAL MUSEUM INC,,ART MUSEUM,,2842 ARARAT ROAD,TOXEY,AL,36921,2518432501,32.11194,-88.23785,4,23,1,3,630968762,201412,0,0
8400100302,CHOM INCORPORATED OF TUSCALOOSA COUNTY,CHOM INCORPORATED OF TUSCALOOSA COUNTY,,CHILDREN'S MUSEUM,,2213 UNIVERSITY BLVD,TUSCALOOSA,AL,35401,2053494235,33.21045,-87.56584,1,125,1,3,630886689,201409,611829,600563
8409500336,CHRISTENBERRY PLANETARIUM,SAMFORD UNIVERSITY,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,SAMFORD UNIVERSITY,800 LAKESHORE DRIVE,BIRMINGHAM,AL,35229,2057262011,33.46435,-86.7954,2,73,1,3,630312914,201306,343788271,208251061
8409502963,CHURCH GALLERY,CHURCH GALLERY,,ART MUSEUM,UNIVERSITY OF ALABAMA IN HUNTSVILLE,301 SPARKMAN DR,HUNTSVILLE,AL,35899,,34.74054,-86.62928,1,89,1,3,630520830,,,
8409400118,CIVIL RIGHTS MEMORIAL CENTER,CIVIL RIGHTS MEMORIAL CENTER,,GENERAL MUSEUM,,400 WASHINGTON AVE,MONTGOMERY,AL,36104,,32.37641,-86.30306,4,101,1,3,,,,
8400100060,CLAY HOUSE MUSEUM,CLAY HOUSE MUSEUM,,GENERAL MUSEUM,,16 MAIN ST,MADISON,AL,35758,2563251018,34.69313,-86.74973,2,89,1,3,421604918,,,
8400100290,COLEMAN CENTER FOR THE ARTS,COLEMAN CENTER FOR THE ARTS,,ART MUSEUM,,630 AVENUE A ST,YORK,AL,36925,2053922005,32.48383,-88.29437,4,119,1,3,630844429,201309,199297,199297
8409400129,CONFEDERATE MEMORIAL PARK,CONFEDERATE MEMORIAL PARK,,GENERAL MUSEUM,,437 CO RD 63,MARBURY,AL,36051,2057551990,32.69091,-86.47413,4,,1,3,,,,
8400100205,COOKS NATURAL SCIENCE MUSEUM,COOKS NATURAL SCIENCE MUSEUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,1741 5TH AVENUE SE,DECATUR,AL,35601,2563509347,34.58039,-86.98293,1,103,1,3,460750517,201406,18552,
8400100200,COST OF FREEDOM VETERANS MUSEUM,COST OF FREEDOM VETERANS MUSEUM,,GENERAL MUSEUM,,PO BOX 813,ARAB,AL,35016,2564982499,34.316,-86.49575,3,95,1,3,452440701,201412,0,0
8400100445,COURTLAND HERITAGE MUSEUM,COURTLAND HERITAGE MUSEUM INC,,HISTORY MUSEUM,,PO BOX 245,COURTLAND,AL,35618,2566372710,34.66655,-87.31032,4,79,1,3,800302022,201412,0,0
8400100126,CRADLE OF THE CONFEDERACY RAILROAD MUSEUM OF MONTGOMERY,CRADLE OF THE CONFEDERACY RAILROAD MUSEUM OF MONTGOMERY,,GENERAL MUSEUM,,BOX 1851,MONTGOMERY,AL,36106,,32.37375,-86.31101,1,101,1,3,237106142,,,
8400100068,CULLMAN COUNTY MUSEUM,CULLMAN COUNTY MUSEUM,,GENERAL MUSEUM,,211 2ND AVE NE,CULLMAN,AL,35055,8005331258,34.17922,-86.84284,3,43,1,3,,,,
8400100062,DAPHNE MUSEUM,FRIENDS OF THE OLD METHODIST CHURCH MUSEUM OF DAPHNE INC,,GENERAL MUSEUM,,405 DRYER AVE,DAPHNE,AL,36526,2516219620,30.62109,-87.87618,1,3,1,3,631277848,201412,0,0
8400100176,DEKALB COUNTY HOSIERY MUSEUM,DEKALB COUNTY HOSIERY MUSEUM,,GENERAL MUSEUM,,PO BOX 680647,FT PAYNE,AL,35968,,34.47746,-85.76825,4,49,1,3,300120729,,,
8400100076,DEPOT MUSEUM,FORT PAYNE DEPOT MUSEUM INC,,GENERAL MUSEUM,,N 5TH ST,FORT PAYNE,AL,35967,2568455714,34.43922,-85.71449,4,49,1,3,630869280,201409,41388,41388
8400100063,DEXTER AVENUE KING MEMORIAL FOUNDATION,DEXTER AVENUE KING MEMORIAL FOUNDATION,,GENERAL MUSEUM,,315 S JACKSON ST,MONTGOMERY,AL,36104,3342613270,32.37289,-86.29625,1,101,1,3,,,,
8400100059,DISCOVERY 2000,DISCOVERY 2000,,GENERAL MUSEUM,,200 19TH STREET NORTH,BIRMINGHAM,AL,35203,2055582003,33.51539,-86.80816,1,73,1,3,,,,
8400100072,DON KRESGE MEMORIAL MUSEUM,DON KRESGE MEMORIAL MUSEUM,,GENERAL MUSEUM,,600 18TH ST N,BIRMINGHAM,AL,35203,2058226759,33.51784,-86.81185,1,73,1,3,,,,
8409503097,DURBIN GALLERY,DURBIN GALLERY,,ART MUSEUM,BIRMINGHAM SOUTHERN COLLEGE,900 ARKADELPHIA ROAD,BIRMINGHAM,AL,35254,8005235793,33.51394,-86.85365,1,73,1,3,630708730,,,
8409400912,EARLYWORKS,EARLYWORKS,,CHILDREN'S MUSEUM,,404 MADISON STREET,HUNTSVILLE,AL,35801,2565648100,34.72861,-86.58469,1,89,1,3,,,,
8400100400,EAST ALABAMA ARTISTS,EAST ALABAMA ARTISTS INCORPORATED,,ART MUSEUM,,PO BOX 443,ANNISTON,AL,36202,,33.65842,-85.82646,1,15,1,3,631258383,201312,0,0
8400100247,EASTERN SHORE ART ASSOCIATION,EASTERN SHORE ART ASSN INC,,ART MUSEUM,,401 OAK AVE,FAIRHOPE,AL,36532,2519282228,30.52659,-87.90355,1,3,1,3,630459459,201405,487641,487641
8400100061,EDITH NEWMAN CULVER MEMORIAL MUSEUM,EDITH NEWMAN CULVER MEMORIAL MUSEUM,,GENERAL MUSEUM,,501 MAIN ST,WATERLOO,AL,35677,2567676081,34.914,-88.0635,4,77,1,3,,,,
8400100304,EDMUND LAW ROGERS SMITH-HARRISON,EDMUND LAW ROGERS SMITH-HARRISON,,HISTORY MUSEUM,,50 LESTER STREET,COLUMBIANA,AL,35051,2056698767,33.17925,-86.60898,3,117,1,3,630897820,201412,0,0
8409503113,EICHOLD GALLERY,SPRING HILL COLLEGE,,ART MUSEUM,SPRING HILL COLLEGE,4000 DAUPHIN ST,MOBILE,AL,36608,2513803863,30.68574,-88.14806,4,97,1,3,630302179,201306,35426734,34774309
8409501423,EICHOLD-HEUSTIS MEDICAL MUSEUM OF THE SOUTH,UNIVERSITY OF SOUTH ALABAMA,,GENERAL MUSEUM,UNIVERSITY OF SOUTH ALABAMA,1504 SPRINGHILL AVE,MOBILE,AL,36604,,30.69757,-88.17356,4,97,1,3,630477348,201109,,
8400100437,ENDOWMENT FOR MCWANE SCIENCE CENTER,ENDOWMENT FOR MCWANE SCIENCE CENTER,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,200 19TH ST N,BIRMINGHAM,AL,35203,2057148300,33.51539,-86.80816,1,73,1,3,721396280,201312,465927,465927
8409501436,EVELYN BURROW MUSEUM,EVELYN BURROW MUSEUM,,GENERAL MUSEUM,GEORGE C WALLACE STATE COMMUNITY COLLEGE-HANCEVILLE,801 MAIN STREET NW,HANCEVILLE,AL,35077,2563528457,34.07372,-86.7792,3,43,1,3,630498828,,,
8400100270,EXPLORE CENTER,EXPLORE CENTER INC,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,PO BOX 1968,MOBILE,AL,36633,2513448066,30.6708,-88.10646,1,97,1,3,630762151,201309,2256563,2185174
8400100071,EXPLOREUM MUSEUM OF DISCOVERY,EXPLORE CENTER INC,EXPLOREUM MUSEUM OF DISCOVERY,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,65 GOVERNMENT ST,MOBILE,AL,36607,2512086893,30.69034,-88.03979,1,97,1,3,630762151,201309,2256563,2185174
8400100166,FAIRHOPE MUSEUM OF HISTORY,FRIENDS OF THE FAIRHOPE MUSEUM OF HISTORY INC,,HISTORY MUSEUM,,PO BOX 75,FAIRHOPE,AL,36533,2519291471,30.52517,-87.9029,1,3,1,3,272431378,201312,7074,5738
8400100065,FAYETTE ART MUSEUM,FAYETTE ART MUSEUM,,ART MUSEUM,,530 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,2059328727,33.68726,-87.83088,3,57,1,3,,,,
8400100053,FITZGERALD AND FITZGERALD MUSEUM,FITZGERALD AND FITZGERALD MUSEUM,,GENERAL MUSEUM,,919 FELDER AVE,MONTGOMERY,AL,36106,3342644222,32.35837,-86.29266,1,101,1,3,,,,
8400100177,FLOMATON AREA RAILROAD MUSEUM,FLOMATON AREA RAIL ROAD MUSEUM,,GENERAL MUSEUM,,PO BOX 225,FLOMATON,AL,36441,2512961110,31.026,-87.24941,4,,1,3,300579538,201409,0,0
8400100050,FOLEY MUSEUM AND ARCHIVES,FOLEY MUSEUM AND ARCHIVES,,GENERAL MUSEUM,,125 E LAUREL AVE,FOLEY,AL,36535,2519431818,30.40641,-87.68294,3,3,1,3,,,,
8400100296,FORT PAYNE DEPOT MUSEUM,FORT PAYNE DEPOT MUSEUM INC,,GENERAL MUSEUM,,PO BOX 681420,FORT PAYNE,AL,35968,2568455714,34.43922,-85.71449,4,49,1,3,630869280,201409,41388,41388
8409400195,FORT TOULOUSE - FORT JACKSON,FORT TOULOUSE - FORT JACKSON,,GENERAL MUSEUM,,2521 W FORT TOULOUSE ROAD,WETUMPKA,AL,36093,,32.50421,-86.25495,4,51,1,3,,,,
8400100190,FORTSON MUSEUM & ARCHIVES,FORTSON MUSEUM & ARCHIVES,,HISTORY MUSEUM,,140 BLAIR FARMS RD,ODENVILLE,AL,35120,,33.67461,-86.40964,4,115,1,3,371548000,201412,0,0
8400100337,GADSDEN MUSEUM OF ART,GADSDEN MUSEUM OF ART,,ART MUSEUM,,2829 W MEIGHAN BLVD,GADSDEN,AL,35904,2565467365,34.02262,-86.04895,1,55,1,3,631076879,,,
8400100254,GADSDEN MUSEUM OF FINE ARTS,GADSDEN MUSEMUM OF FINE ARTS INC,GADSDEN MUSEUM OF FINE ARTS  INC,ART MUSEUM,,515 BROAD STREET,GADSDEN,AL,35901,2565467365,34.01391,-86.00513,1,55,1,3,630631003,201403,0,0
8400100054,GAINESWOOD,GAINESWOOD,,GENERAL MUSEUM,,805 S CEDAR AVE,DEMOPOLIS,AL,36732,3342894846,32.50857,-87.83547,3,91,1,3,,,,
8409400206,GEE'S BEND QUILTING COOPERATIVE,GEE'S BEND QUILTING COOPERATIVE,,GENERAL MUSEUM,,14570 COUNTRY ROAD 29,ALBERTA,AL,36720,3345732323,33.25697,-86.83751,2,131,1,3,,,,
8400100048,GEORGE P MANN WILDLIFE AND LEARNING MUSEUM,GEORGE P MANN OUTDOORS IN,,GENERAL MUSEUM,,3161 SOCIETY HILL RD,OPELIKA,AL,36804,3347417776,32.61295,-85.39071,1,81,1,3,,,,
