Museum ID,Museum Name,Legal Name,Alternate Name,Museum Type,Institution Name,Street Address,City,State,Zip Code,Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
8400900088,CONNECTICUT EASTERN RAILROAD MUSEUM,CONNECTICUT EASTERN CHAPT NATIONAL RAILWAY HISTORICAL SOCIE,,GENERAL MUSEUM,,55 BRIDGE ST,WILLIMANTIC,CT,6226,8604569999,41.71489,-72.2101,3,15,9,1,61330649,201312,65638,57692
8400900342,CONNECTICUT ELECTRIC RAILWAY ASSOCIATION,CONNECTICUT ELECTRIC RAILWAY ASSOCIATION INCORPORATED,,GENERAL MUSEUM,,PO BOX 360,EAST WINDSOR,CT,6088,8606276540,41.91132,-72.60741,4,3,9,1,66070002,201412,408932,396558
8400900151,CONNECTICUT HUMANITIES COUNCIL,CONNECTICUT HUMANITIES COUNCIL,,GENERAL MUSEUM,,37 BROAD ST,MIDDLETOWN,CT,6457,8606853422,41.55747,-72.65044,1,7,9,1,60902244,201406,2861485,2861485
8400900353,CONNECTICUT RAILROAD HISTORICAL ASSOCIATION,CONNECTICUT RAILROAD HISTORICAL ASSOCIATION INCORPORATED,,HISTORY MUSEUM,,PO BOX 255,CANAAN,CT,6018,,42.02624,-73.32036,4,5,9,1,66085781,201409,34112,31295
8400900457,CONNECTICUT RIVER FOUNDATION AT STEAMBOAT DOCK,CONNECTICUT RIVER FOUNDATION AT STEAMBOAT DOCK INC,,HISTORY MUSEUM,,67 MAIN ST,ESSEX,CT,6426,8607678269,41.35129,-72.38672,2,7,9,1,237417579,201406,1074609,1064819
8400900272,CONNECTICUT SCIENCE CENTER,CONNECTICUT SCIENCE CENTER INC,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,250 COLUMBUS BLVD,HARTFORD,CT,6103,8607243623,41.76443,-72.66961,1,3,9,1,61538101,201312,11974494,10792709
8409501106,CONNECTICUT STATE MUSEUM OF NATURAL HISTORY,CONNECTICUT STATE MUSEUM OF NATURAL HISTORY,,NATURAL HISTORY MUSEUM,UNIVERSITY OF CONNECTICUT,2019 HILLSIDE RD,STORRS,CT,6269,8604864460,41.80364,-72.25182,2,13,9,1,60772160,,,
8400900092,CONNECTICUT TROLLEY MUSEUM,CONNECTICUT ELECTRIC RAILWAY ASSOCIATION INCORPORATED,,GENERAL MUSEUM,,58 NORTH RD,EAST WINDSOR,CT,6088,8606276540,41.91132,-72.60741,4,3,9,1,66070002,201412,408932,396558
8400900260,CONNECTICUT WOMENS HALL OF FAME,CONNECTICUT WOMENS HALL OF FAME INC,,GENERAL MUSEUM,,320 FITCH ST,NEW HAVEN,CT,6515,3203482478,41.33152,-72.94979,1,9,9,1,61492895,201406,442572,442572
8409500357,COPERNICAN OBSERVATORY AND PLANETARIUM,COPERNICAN OBSERVATORY AND PLANETARIUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,CENTRAL CONNECTICUT STATE UNIVERSITY,1615 STANLEY STREET,NEW BRITAIN,CT,6053,8608323200,41.68973,-72.77282,2,3,9,1,61303381,,,
8400900089,CRRA TRASH MUSEUM,CRRA TRASH MUSEUM,,GENERAL MUSEUM,,211 MURPHY ROAD,HARTFORD,CT,6114,8607577765,41.74162,-72.65329,1,3,9,1,,,,
8409503021,CUMMINGS ART GALLERIES,CONNECTICUT COLLEGE,,ART MUSEUM,CONNECTICUT COLLEGE,270 MOHEGAN AVENUE PARKWAY,NEW LONDON,CT,6320,8604471911,41.37293,-72.1055,1,11,9,1,60646587,201406,179406000,151000000
8400900366,DAHESH MUSEUM OF ART,DAHESH MUSEUM OF ART,,ART MUSEUM,,45 E PUTNAM AVE STE 105,GREENWICH,CT,6830,2127590606,41.02895,-73.62399,2,1,9,1,133458208,201305,6059958,
8400900236,DANBURY RAILWAY MUSEUM,DANBURY RAILWAY MUSEUM INC,,HISTORY MUSEUM,,PO BOX 90,DANBURY,CT,6813,2037788337,41.398,-73.45059,1,1,9,1,61407189,201312,188890,154682
8409503046,DAVISON ART CENTER,WESLEYAN UNIVERSITY,,ART MUSEUM,WESLEYAN UNIVERSITY,301 HIGH STREET,MIDDLETOWN,CT,6459,8606852500,41.55616,-72.6562,1,7,9,1,60646959,201306,500291015,283031000
8409501404,DD LIVING HISTORY FARM,DD LIVING HISTORY FARM,,GENERAL MUSEUM,,102 PAINTERS HILL ROAD,ROXBURY,CT,6783,8603540649,41.56295,-73.30219,4,5,9,1,,,,
8400900361,DEEP RIVER ANCIENT MUSTER,DEEP RIVER ANCIENT MUSTER,DEEP RIVER ANCIENT MUSTER,GENERAL MUSEUM,,PO BOX 135,DEEP RIVER,CT,6417,4138009755,41.37985,-72.43168,2,7,9,1,66150529,201410,0,0
8400900078,DENISON HOMESTEAD MUSEUM,DENISON HOMESTEAD MUSEUM,,GENERAL MUSEUM,,120 PEQUOTSEPOS ROAD,MYSTIC,CT,6355,8605369248,41.35921,-71.95037,2,11,9,1,,,,
8400900108,DISCOVERY CENTER,DISCOVERY CENTER INC,,CHILDREN'S MUSEUM,,790 FARMINGTON AVE STE 4A,FARMINGTON,CT,6032,8602849489,41.7262,-72.82404,4,3,9,1,20567674,201406,806257,794042
8400900133,DISCOVERY MUSEUM,DISCOVERY MUSEUM INC,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,4450 PARK AVE,BRIDGEPORT,CT,6604,2033723521,41.21432,-73.23341,1,1,9,1,60740527,201406,2081210,1857682
8409500394,DISCOVERY MUSEUM AND PLANETARIUM,DISCOVERY MUSEUM AND PLANETARIUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,4450 PARK AVENUE,BRIDGEPORT,CT,6604,,41.21639,-73.2353,2,1,9,1,,,,
8400900234,DNA EPICENTER,THE DNA EPICENTER INC,,GENERAL MUSEUM,,300 HARTFORD RD,SALEM,CT,6420,8604420391,41.38054,-72.11169,1,11,9,1,61404460,201006,198100,187835
8409501413,DONNELLY HUSKEY HERITAGE SPORTS MUSEUM,DONNELLY HUSKEY HERITAGE SPORTS MUSEUM,,GENERAL MUSEUM,UNIVERSITY OF CONNECTICUT,2384 ALUMNI DRIVE,STORRS,CT,6269,8604869097,41.80608,-72.24526,2,13,9,1,60772160,,,
8400900314,DOROTHY WHITFIELD HISTORIC SOCIETY,DOROTHY WHITFIELD HISTORIC SOCIETY INC,,HISTORY MUSEUM,,PO BOX 229,GUILFORD,CT,6437,2034539477,41.2828,-72.67819,2,9,9,1,66046400,201309,52226,27862
8409500413,EASTERN CONNECTICUT STATE UNIVERSITY PLANETARIUM,EASTERN CONNECTICUT STATE UNIVERSITY PLANETARIUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,EASTERN CONNECTICUT STATE UNIVERSITY,83 WINDHAM STREET,WILLIMANTIC,CT,6226,8604654317,41.71566,-72.21844,3,15,9,1,61277820,,,
8409500419,EDGERTON MEMORIAL PLANETARIUM,EDGERTON MEMORIAL PLANETARIUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,39 SCOFIELDTOWN ROAD,STAMFORD,CT,6903,,41.12361,-73.54539,1,1,9,1,,,,
8400900161,ELI WHITNEY MUSEUM,ELI WHITNEY MUSEUM INC,,GENERAL MUSEUM,,915 WHITNEY AVE,HAMDEN,CT,6517,2037771833,41.33498,-72.91159,2,9,9,1,60952478,201408,1683366,1683366
8409400917,EVERWONDER CHILDREN'S MUSEUM,EVERWONDER CHILDREN'S MUSEUM,,CHILDREN'S MUSEUM,,31 PECK'S LANE,NEWTOWN,CT,6404,2033644009,41.38507,-73.28038,4,1,9,1,,,,
8409503149,EZRA AND CECILE ZILKHA GALLERY,WESLEYAN UNIVERSITY,,ART MUSEUM,WESLEYAN UNIVERSITY,237 HIGH ST,MIDDLETOWN,CT,6459,8606852695,41.55616,-72.6562,1,7,9,1,60646959,201306,500291015,283031000
8400900094,FAMILY CENTER MUSEUM,FAMILY CENTER MUSEUM,,GENERAL MUSEUM,,110 CHURCH ST,BRISTOL,CT,6010,8605827021,41.66943,-72.94553,2,3,9,1,,,,
8409401150,FLORENCE GRISWOLD MUSEUM,FLORENCE GRISWOLD MUSEUM,,GENERAL MUSEUM,,96 LYME ST,OLD LYME,CT,6371,,41.32499,-72.32657,4,11,90,1,,,,
8409501460,FRIENDS MUSEUM OF THE UNIVERSITY OF CONNECTICUT HEALTH CENTER,FRIENDS MUSEUM OF THE UNIVERSITY OF CONNECTICUT HEALTH CENTER,,GENERAL MUSEUM,UNIVERSITY OF CONNECTICUT HEALTH CENTER,263 FARMINTON AVENUE,FARMINGTON,CT,6030,8606792000,41.71176,-72.83934,2,3,9,1,,,,
8409503278,GALLERY AT THE VISUAL & PERFORMING ARTS CENTER,GALLERY AT THE VISUAL & PERFORMING ARTS CENTER,,ART MUSEUM,WESTERN CONNECTICUT STATE UNIVERSITY,181 WHITE STREET,DANBURY,CT,6810,,41.39941,-73.44506,1,1,9,1,66000798,,,
8409503289,GALLERY OF CONTEMPORARY ART,SACRED HEART UNIVERSITY,,ART MUSEUM,SACRED HEART UNIVERSITY,5151 PARK AVENUE,FAIRFIELD,CT,6825,2033717999,41.22457,-73.24247,2,1,9,1,60776644,201306,209842972,209448756
8400900269,GLACIER SOCIETY,GLACIER SOCIETY INC,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,905 HONEYSPOT RD,STRATFORD,CT,6615,2033756638,41.18013,-73.18872,1,1,9,1,61526777,201312,82615,62765
8400900268,GOLDEN AGE OF TRUCKING MUSEUM,GOLDEN AGE OF TRUCKING MUSEUM INC,,GENERAL MUSEUM,,PO BOX 1435,MIDDLEBURY,CT,6762,2035772181,41.53091,-73.11442,2,9,9,1,61522532,,,
8400900069,GOV TRUMBULL HOUSE MUSEUM,GOV TRUMBULL HOUSE MUSEUM,,GENERAL MUSEUM,,169 W TOWN ST,LEBANON,CT,6249,8606427558,41.64043,-72.21834,4,11,9,1,,,,
8400900235,GOVERNOR SAMUEL HUNTINGTON TRUST,GOVERNOR SAMUEL HUNTINGTON TRUST INC,,HISTORY MUSEUM,,PO BOX 231,SCOTLAND,CT,6264,8604568381,41.69821,-72.09017,4,,9,1,61407133,201406,132968,132968
8400900399,GREATER HARTFORD TWILIGHT,GREATER HARTFORD TWILIGHT,,GENERAL MUSEUM,,14 PAWNEE RD,EAST HARTFORD,CT,6118,8605684845,41.73411,-72.63486,1,3,9,1,222719757,,,
8400900369,GREATER MIDDLETOWN MILITARY MUSEUM,GREATER MIDDLETOWN MILITARY MUSEUM,,HISTORY MUSEUM,,17 LORELEI CIRCLE,MIDDLETOWN,CT,6457,,41.53873,-72.66006,1,7,9,1,200228615,201312,0,0
8400900464,GREENWICH SCIENCE CENTER,GREENWICH SCIENCE CENTER INC,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,209 BRUCE PARK AVE,GREENWICH,CT,6830,,41.02879,-73.63108,2,,9,1,261354960,,,
8400900396,H M S ROSE FOUNDATION,H M S ROSE FOUNDATION,H M S ROSE FOUNDATION,GENERAL MUSEUM,,1 BOSTWICK AVE,BRIDGEPORT,CT,6605,2033350932,41.16055,-73.21213,1,1,9,1,222621683,,,
8400900311,HARRIET BEECHER STOWE CENTER,STOWE DAY FOUNDATION,,GENERAL MUSEUM,,77 FOREST ST,HARTFORD,CT,6105,2035229258,41.76436,-72.7005,1,3,9,1,66042822,201212,997544,
8400900479,HARVEST RESEARCH IN CULTURE,HARVEST RESEARCH IN CULTURE INC,,GENERAL MUSEUM,,175 BROOKRIDGE AVENUE,FAIRFIELD,CT,6825,,41.20154,-73.22836,2,1,9,1,272749225,201312,0,0
8409501212,HARVEY CUSHING/JOHN HAY WHITNEY MEDICAL LIBRARY/ HISTORICAL LIBRARY,YALE UNIVERSITY,,HISTORY MUSEUM,YALE UNIVERSITY,333 CEDAR STREET,NEW HAVEN,CT,6520,,41.30957,-72.92761,1,9,9,1,60646973,201306,7943643646,3688471185
8409500517,HENRY B. DUPONT III PLANETARIUM,HENRY B. DUPONT III PLANETARIUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,4450 PARK AVENUE,BRIDGEPORT,CT,6604,,41.21432,-73.23341,1,1,9,1,,,,
8400900364,HENRY L. FERGUSON MUSEUM,HENRY L FERGUSON MUSEUM,,NATURAL HISTORY MUSEUM,,187 WILLIAMS ST,NEW LONDON,CT,6320,6317887239,41.26376,-72.01708,1,103,36,2,116015380,201412,766050,637259
8400900076,HENRY WHITFIELD STATE MUSEUM,HENRY WHITFIELD STATE MUSEUM,,GENERAL MUSEUM,,248 OLD WHITFIELD ST,GUILFORD,CT,6437,2034532457,41.27728,-72.67602,2,9,9,1,,,,
8400900072,HICKS-STEARNS FAMILY MUSEUM,HICKS-STEARNS FAMILY MUSEUM,,GENERAL MUSEUM,,42 TOLLAND GRN,TOLLAND,CT,6084,8608757552,41.8701,-72.36788,2,13,9,1,,,,
8400900542,HILL MUSEUM CORP,HILL MUSEUM CORP,,GENERAL MUSEUM,,210 WEST ST,NEW HAVEN,CT,6519,,41.29968,-72.94321,1,9,9,1,900661673,,,
8400900117,HILL-STEAD MUSEUM,HILL-STEAD MUSEUM,,HISTORY MUSEUM,,35 MOUNTAIN RD,FARMINGTON,CT,6032,8606772063,41.71975,-72.82474,4,3,9,1,60646673,201312,5905705,2088892
8400900055,HOLLEY-WILLIAMS HOUSE MUSEUM,HOLLEY-WILLIAMS HOUSE MUSEUM,,GENERAL MUSEUM,,15 MILLERTON RD,LAKEVILLE,CT,6068,8604352878,41.96408,-73.44186,4,5,9,1,,,,
8400900371,HOLLISTER HOUSE GARDEN,HOLLISTER HOUSE GARDEN INC,,NATURAL HISTORY MUSEUM,,PO BOX 1454,WASHINGTON,CT,6793,8608682200,41.62385,-73.26911,4,5,9,1,201247689,201312,1377363,1053617
8400900218,HORSE CAVALRY MUSEUM,HORSE CAVALRY MUSEUM INC,,GENERAL MUSEUM,,PO BOX 978,AVON,CT,6001,,41.79487,-72.85948,2,3,9,1,61316178,,,
8409503422,HOUSATONIC MUSEUM OF ART,HOUSATONIC MUSEUM OF ART,,ART MUSEUM,HOUSATONIC COMMUNITY COLLEGE,900 LAFAYETTE BOULEVARD,BRIDEPORT,CT,6604,2033325052,41.17476,-73.19185,1,1,9,1,134310869,,,
8400900285,HUNTINGTON HOUSE MUSEUM,HUNTINGTON HOUSE MUSEUM INC,,GENERAL MUSEUM,,PO BOX 27,WINDSOR,CT,6095,8606882004,41.85156,-72.6439,2,3,9,1,61604610,,,
8400900252,IGOR I SIKORSKY HISTORICAL ARCHIVES,IGOR I SIKORSKY HISTORICAL ARCHIVES,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,6900 MAIN ST M/S S5578A,STRATFORD,CT,6614,2033864356,41.22304,-73.13217,1,1,9,1,61451625,201412,35818,26045
8400900066,IMAGINE NATION CHILDREN'S MUSEUM,IMAGINE NATION CHILDREN'S MUSEUM,,CHILDREN'S MUSEUM,,1 PLEASANT ST,BRISTOL,CT,6010,8603141400,41.66994,-72.94661,2,3,9,1,,,,
8400900435,INSTITUTE FOR AMERICAN INDIAN STUDIES,INSTITUTE FOR AMERICAN INDIAN STUDIES,,GENERAL MUSEUM,,PO BOX 1260,WASHINGTON,CT,6793,2038680518,41.60942,-73.32434,4,5,9,1,237124597,201312,336530,303540
